[20250219 02:12:37 INFO    ] {'dataset_name': 'koniq10k', 'koniq10k_path': '../all_dataset/KonIQ-10K/1024x768', 'koniq10k_label': './data/koniq10k/koniq10k_label.txt', 'livec_path': '../all_dataset/LIVEC/Images/', 'livec_label': './data/livec/livec_label.txt', 'spaq_path': '../all_dataset/SPAQ/TestImage/', 'spaq_label': './data/spaq/spaq_label.txt', 'tid2013_path': '../all_dataset/tid2013/distorted_images/', 'tid2013_label': 'data/tid2013/tid2013_label.txt', 'kadid10k_path': '../all_dataset/KADID-10K/images/', 'kadid10k_label': './data/kadid10k/kadid10k_label.txt', 'batch_size': 12, 'learning_rate': 1e-05, 'weight_decay': 1e-05, 'n_epoch': 200, 'val_freq': 1, 'T_max': 50, 'eta_min': 0, 'num_avg_val': 1, 'num_workers': 8, 'split_seed': 20, 'train_keep_ratio': 1.0, 'val_keep_ratio': 1.0, 'crop_size': 224, 'prob_aug': 0.7, 'patch_size': 8, 'img_size': 224, 'embed_dim': 768, 'dim_mlp': 768, 'num_heads': [4, 4], 'window_size': 4, 'depths': [2, 2], 'num_outputs': 1, 'num_tab': 2, 'scale': 0.8, 'ckpt_path': './output_koniq10k/models/koniq10k', 'log_path': './output_koniq10k/log/koniq10k', 'log_file': 'koniq10k.log', 'tensorboard_path': './output_koniq10k/koniq10k'}
[20250219 12:03:36 INFO    ] Epoch 47 done. Time: 1.2e+01min
[20250219 12:03:36 INFO    ] Running training epoch 48
[20250219 12:13:22 INFO    ] train epoch:48 / loss:0.0004791 / SRCC:0.9899 / PLCC:0.9921
[20250219 12:13:22 INFO    ] Starting eval...
[20250219 12:13:22 INFO    ] Running testing in epoch 48
[20250219 12:15:20 INFO    ] Epoch:48 ===== loss:0.005759 ===== SRCC:0.8975 ===== PLCC:0.9258
[20250219 12:15:20 INFO    ] Eval done...
[20250219 12:15:20 INFO    ] Epoch 48 done. Time: 1.2e+01min
[20250219 12:15:20 INFO    ] Running training epoch 49
[20250219 12:25:04 INFO    ] train epoch:49 / loss:0.0004779 / SRCC:0.99 / PLCC:0.9921
[20250219 12:25:04 INFO    ] Starting eval...
[20250219 12:25:04 INFO    ] Running testing in epoch 49
[20250219 12:26:59 INFO    ] Epoch:49 ===== loss:0.004912 ===== SRCC:0.9032 ===== PLCC:0.9307
[20250219 12:26:59 INFO    ] Eval done...
[20250219 12:26:59 INFO    ] Epoch 49 done. Time: 1.2e+01min
[20250219 12:26:59 INFO    ] Running training epoch 50
[20250219 12:36:44 INFO    ] train epoch:50 / loss:0.0004395 / SRCC:0.9908 / PLCC:0.9927
[20250219 12:36:44 INFO    ] Starting eval...
[20250219 12:36:44 INFO    ] Running testing in epoch 50
[20250219 12:38:36 INFO    ] Epoch:50 ===== loss:0.005153 ===== SRCC:0.8952 ===== PLCC:0.925
[20250219 12:38:36 INFO    ] Eval done...
[20250219 12:38:36 INFO    ] Epoch 50 done. Time: 1.2e+01min
[20250219 12:38:36 INFO    ] Running training epoch 51
[20250219 12:48:19 INFO    ] train epoch:51 / loss:0.000437 / SRCC:0.9912 / PLCC:0.9928
[20250219 12:48:19 INFO    ] Starting eval...
[20250219 12:48:19 INFO    ] Running testing in epoch 51
[20250219 12:50:11 INFO    ] Epoch:51 ===== loss:0.005255 ===== SRCC:0.8935 ===== PLCC:0.9248
[20250219 12:50:11 INFO    ] Eval done...
[20250219 12:50:11 INFO    ] Epoch 51 done. Time: 1.2e+01min
[20250219 12:50:11 INFO    ] Running training epoch 52
[20250219 12:59:53 INFO    ] train epoch:52 / loss:0.0004151 / SRCC:0.991 / PLCC:0.9931
[20250219 12:59:53 INFO    ] Starting eval...
[20250219 12:59:53 INFO    ] Running testing in epoch 52
[20250219 13:01:45 INFO    ] Epoch:52 ===== loss:0.004602 ===== SRCC:0.9007 ===== PLCC:0.9283
[20250219 13:01:45 INFO    ] Eval done...
[20250219 13:01:45 INFO    ] Epoch 52 done. Time: 1.2e+01min
[20250219 13:01:45 INFO    ] Running training epoch 53
[20250219 13:11:28 INFO    ] train epoch:53 / loss:0.0003998 / SRCC:0.9915 / PLCC:0.9934
[20250219 13:11:28 INFO    ] Starting eval...
[20250219 13:11:28 INFO    ] Running testing in epoch 53
[20250219 13:13:18 INFO    ] Epoch:53 ===== loss:0.004923 ===== SRCC:0.8987 ===== PLCC:0.9263
[20250219 13:13:18 INFO    ] Eval done...
[20250219 13:13:18 INFO    ] Epoch 53 done. Time: 1.2e+01min
[20250219 13:13:18 INFO    ] Running training epoch 54
[20250219 13:23:00 INFO    ] train epoch:54 / loss:0.0004357 / SRCC:0.9907 / PLCC:0.9928
[20250219 13:23:00 INFO    ] Starting eval...
[20250219 13:23:00 INFO    ] Running testing in epoch 54
[20250219 13:24:50 INFO    ] Epoch:54 ===== loss:0.00485 ===== SRCC:0.8992 ===== PLCC:0.9259
[20250219 13:24:50 INFO    ] Eval done...
[20250219 13:24:50 INFO    ] Epoch 54 done. Time: 1.2e+01min
[20250219 13:24:50 INFO    ] Running training epoch 55
[20250219 13:34:32 INFO    ] train epoch:55 / loss:0.0004772 / SRCC:0.99 / PLCC:0.9921
[20250219 13:34:32 INFO    ] Starting eval...
[20250219 13:34:32 INFO    ] Running testing in epoch 55
[20250219 13:36:32 INFO    ] Epoch:55 ===== loss:0.005074 ===== SRCC:0.8974 ===== PLCC:0.9249
[20250219 13:36:32 INFO    ] Eval done...
[20250219 13:36:32 INFO    ] Epoch 55 done. Time: 1.2e+01min
[20250219 13:36:32 INFO    ] Running training epoch 56
[20250219 13:46:15 INFO    ] train epoch:56 / loss:0.0004911 / SRCC:0.9898 / PLCC:0.9919
[20250219 13:46:15 INFO    ] Starting eval...
[20250219 13:46:15 INFO    ] Running testing in epoch 56
[20250219 13:48:10 INFO    ] Epoch:56 ===== loss:0.005008 ===== SRCC:0.8983 ===== PLCC:0.9265
[20250219 13:48:10 INFO    ] Eval done...
[20250219 13:48:10 INFO    ] Epoch 56 done. Time: 1.2e+01min
[20250219 13:48:10 INFO    ] Running training epoch 57
[20250219 13:57:54 INFO    ] train epoch:57 / loss:0.0004316 / SRCC:0.9913 / PLCC:0.9929
[20250219 13:57:54 INFO    ] Starting eval...
[20250219 13:57:54 INFO    ] Running testing in epoch 57
[20250219 13:59:45 INFO    ] Epoch:57 ===== loss:0.005336 ===== SRCC:0.8983 ===== PLCC:0.9249
[20250219 13:59:45 INFO    ] Eval done...
[20250219 13:59:45 INFO    ] Epoch 57 done. Time: 1.2e+01min
[20250219 13:59:45 INFO    ] Running training epoch 58
[20250219 14:09:30 INFO    ] train epoch:58 / loss:0.0004207 / SRCC:0.9913 / PLCC:0.9931
[20250219 14:09:30 INFO    ] Starting eval...
[20250219 14:09:30 INFO    ] Running testing in epoch 58
[20250219 14:11:21 INFO    ] Epoch:58 ===== loss:0.005415 ===== SRCC:0.886 ===== PLCC:0.9158
[20250219 14:11:21 INFO    ] Eval done...
[20250219 14:11:21 INFO    ] Epoch 58 done. Time: 1.2e+01min
[20250219 14:11:21 INFO    ] Running training epoch 59
[20250219 14:21:04 INFO    ] train epoch:59 / loss:0.0004325 / SRCC:0.991 / PLCC:0.9929
[20250219 14:21:04 INFO    ] Starting eval...
[20250219 14:21:04 INFO    ] Running testing in epoch 59
[20250219 14:22:53 INFO    ] Epoch:59 ===== loss:0.005317 ===== SRCC:0.898 ===== PLCC:0.9261
[20250219 14:22:54 INFO    ] Eval done...
[20250219 14:22:54 INFO    ] Epoch 59 done. Time: 1.2e+01min
[20250219 14:22:54 INFO    ] Running training epoch 60
[20250219 14:32:37 INFO    ] train epoch:60 / loss:0.0004369 / SRCC:0.991 / PLCC:0.9928
[20250219 14:32:37 INFO    ] Starting eval...
[20250219 14:32:38 INFO    ] Running testing in epoch 60
[20250219 14:34:28 INFO    ] Epoch:60 ===== loss:0.0054 ===== SRCC:0.8914 ===== PLCC:0.9199
[20250219 14:34:28 INFO    ] Eval done...
[20250219 14:34:28 INFO    ] Epoch 60 done. Time: 1.2e+01min
[20250219 14:34:28 INFO    ] Running training epoch 61
[20250219 14:44:13 INFO    ] train epoch:61 / loss:0.000482 / SRCC:0.9897 / PLCC:0.992
[20250219 14:44:13 INFO    ] Starting eval...
[20250219 14:44:13 INFO    ] Running testing in epoch 61
[20250219 14:46:05 INFO    ] Epoch:61 ===== loss:0.005222 ===== SRCC:0.8953 ===== PLCC:0.9244
[20250219 14:46:05 INFO    ] Eval done...
[20250219 14:46:05 INFO    ] Epoch 61 done. Time: 1.2e+01min
[20250219 14:46:05 INFO    ] Running training epoch 62
[20250219 14:55:50 INFO    ] train epoch:62 / loss:0.0004144 / SRCC:0.9915 / PLCC:0.9932
[20250219 14:55:50 INFO    ] Starting eval...
[20250219 14:55:50 INFO    ] Running testing in epoch 62
[20250219 14:57:45 INFO    ] Epoch:62 ===== loss:0.005063 ===== SRCC:0.8948 ===== PLCC:0.9222
[20250219 14:57:45 INFO    ] Eval done...
[20250219 14:57:45 INFO    ] Epoch 62 done. Time: 1.2e+01min
[20250219 14:57:45 INFO    ] Running training epoch 63
[20250219 15:07:29 INFO    ] train epoch:63 / loss:0.0003888 / SRCC:0.9917 / PLCC:0.9936
[20250219 15:07:29 INFO    ] Starting eval...
[20250219 15:07:29 INFO    ] Running testing in epoch 63
[20250219 15:09:20 INFO    ] Epoch:63 ===== loss:0.005306 ===== SRCC:0.8966 ===== PLCC:0.9245
[20250219 15:09:20 INFO    ] Eval done...
[20250219 15:09:20 INFO    ] Epoch 63 done. Time: 1.2e+01min
[20250219 15:09:20 INFO    ] Running training epoch 64
[20250219 15:19:04 INFO    ] train epoch:64 / loss:0.0004337 / SRCC:0.9908 / PLCC:0.9928
[20250219 15:19:04 INFO    ] Starting eval...
[20250219 15:19:04 INFO    ] Running testing in epoch 64
[20250219 15:21:00 INFO    ] Epoch:64 ===== loss:0.005346 ===== SRCC:0.8943 ===== PLCC:0.9217
[20250219 15:21:00 INFO    ] Eval done...
[20250219 15:21:00 INFO    ] Epoch 64 done. Time: 1.2e+01min
[20250219 15:21:00 INFO    ] Running training epoch 65
[20250219 15:30:45 INFO    ] train epoch:65 / loss:0.0004132 / SRCC:0.9912 / PLCC:0.9932
[20250219 15:30:45 INFO    ] Starting eval...
[20250219 15:30:45 INFO    ] Running testing in epoch 65
[20250219 15:32:36 INFO    ] Epoch:65 ===== loss:0.006086 ===== SRCC:0.8875 ===== PLCC:0.919
[20250219 15:32:36 INFO    ] Eval done...
[20250219 15:32:36 INFO    ] Epoch 65 done. Time: 1.2e+01min
[20250219 15:32:36 INFO    ] Running training epoch 66
[20250219 15:42:21 INFO    ] train epoch:66 / loss:0.0004379 / SRCC:0.9908 / PLCC:0.9928
[20250219 15:42:21 INFO    ] Starting eval...
[20250219 15:42:21 INFO    ] Running testing in epoch 66
[20250219 15:44:10 INFO    ] Epoch:66 ===== loss:0.006147 ===== SRCC:0.8946 ===== PLCC:0.9227
[20250219 15:44:10 INFO    ] Eval done...
[20250219 15:44:10 INFO    ] Epoch 66 done. Time: 1.2e+01min
[20250219 15:44:10 INFO    ] Running training epoch 67
[20250219 15:53:53 INFO    ] train epoch:67 / loss:0.0004834 / SRCC:0.9898 / PLCC:0.992
[20250219 15:53:53 INFO    ] Starting eval...
[20250219 15:53:53 INFO    ] Running testing in epoch 67
[20250219 15:55:44 INFO    ] Epoch:67 ===== loss:0.00536 ===== SRCC:0.8943 ===== PLCC:0.9217
[20250219 15:55:44 INFO    ] Eval done...
[20250219 15:55:44 INFO    ] Epoch 67 done. Time: 1.2e+01min
[20250219 15:55:44 INFO    ] Running training epoch 68
[20250219 16:05:28 INFO    ] train epoch:68 / loss:0.0004282 / SRCC:0.9912 / PLCC:0.9929
[20250219 16:05:28 INFO    ] Starting eval...
[20250219 16:05:28 INFO    ] Running testing in epoch 68
[20250219 16:07:22 INFO    ] Epoch:68 ===== loss:0.005604 ===== SRCC:0.8887 ===== PLCC:0.9188
[20250219 16:07:22 INFO    ] Eval done...
[20250219 16:07:22 INFO    ] Epoch 68 done. Time: 1.2e+01min
[20250219 16:07:22 INFO    ] Running training epoch 69
[20250219 16:17:09 INFO    ] train epoch:69 / loss:0.0004468 / SRCC:0.9908 / PLCC:0.9926
[20250219 16:17:09 INFO    ] Starting eval...
[20250219 16:17:09 INFO    ] Running testing in epoch 69
[20250219 16:19:03 INFO    ] Epoch:69 ===== loss:0.005599 ===== SRCC:0.8915 ===== PLCC:0.9201
[20250219 16:19:03 INFO    ] Eval done...
[20250219 16:19:03 INFO    ] Epoch 69 done. Time: 1.2e+01min
[20250219 16:19:03 INFO    ] Running training epoch 70
[20250219 16:28:49 INFO    ] train epoch:70 / loss:0.0004237 / SRCC:0.9912 / PLCC:0.993
[20250219 16:28:49 INFO    ] Starting eval...
[20250219 16:28:49 INFO    ] Running testing in epoch 70
[20250219 16:30:41 INFO    ] Epoch:70 ===== loss:0.005612 ===== SRCC:0.8929 ===== PLCC:0.9216
[20250219 16:30:41 INFO    ] Eval done...
[20250219 16:30:41 INFO    ] Epoch 70 done. Time: 1.2e+01min
[20250219 16:30:41 INFO    ] Running training epoch 71
[20250219 16:40:27 INFO    ] train epoch:71 / loss:0.0004058 / SRCC:0.9914 / PLCC:0.9933
[20250219 16:40:27 INFO    ] Starting eval...
[20250219 16:40:27 INFO    ] Running testing in epoch 71
[20250219 16:42:20 INFO    ] Epoch:71 ===== loss:0.005651 ===== SRCC:0.8903 ===== PLCC:0.9193
[20250219 16:42:20 INFO    ] Eval done...
[20250219 16:42:20 INFO    ] Epoch 71 done. Time: 1.2e+01min
[20250219 16:42:20 INFO    ] Running training epoch 72
[20250219 16:52:07 INFO    ] train epoch:72 / loss:0.0004267 / SRCC:0.9907 / PLCC:0.993
[20250219 16:52:07 INFO    ] Starting eval...
[20250219 16:52:07 INFO    ] Running testing in epoch 72
[20250219 16:54:01 INFO    ] Epoch:72 ===== loss:0.005481 ===== SRCC:0.8887 ===== PLCC:0.9195
[20250219 16:54:01 INFO    ] Eval done...
[20250219 16:54:01 INFO    ] Epoch 72 done. Time: 1.2e+01min
[20250219 16:54:01 INFO    ] Running training epoch 73
[20250219 17:03:45 INFO    ] train epoch:73 / loss:0.0004398 / SRCC:0.9907 / PLCC:0.9927
[20250219 17:03:45 INFO    ] Starting eval...
[20250219 17:03:45 INFO    ] Running testing in epoch 73
[20250219 17:05:36 INFO    ] Epoch:73 ===== loss:0.005156 ===== SRCC:0.8935 ===== PLCC:0.9212
[20250219 17:05:36 INFO    ] Eval done...
[20250219 17:05:36 INFO    ] Epoch 73 done. Time: 1.2e+01min
[20250219 17:05:36 INFO    ] Running training epoch 74
[20250219 17:15:17 INFO    ] train epoch:74 / loss:0.0004452 / SRCC:0.9907 / PLCC:0.9927
[20250219 17:15:17 INFO    ] Starting eval...
[20250219 17:15:17 INFO    ] Running testing in epoch 74
[20250219 17:17:07 INFO    ] Epoch:74 ===== loss:0.005648 ===== SRCC:0.8889 ===== PLCC:0.9166
[20250219 17:17:07 INFO    ] Eval done...
[20250219 17:17:07 INFO    ] Epoch 74 done. Time: 1.2e+01min
[20250219 17:17:07 INFO    ] Running training epoch 75
[20250219 17:26:48 INFO    ] train epoch:75 / loss:0.0004283 / SRCC:0.9909 / PLCC:0.9929
[20250219 17:26:48 INFO    ] Starting eval...
[20250219 17:26:48 INFO    ] Running testing in epoch 75
[20250219 17:28:40 INFO    ] Epoch:75 ===== loss:0.005883 ===== SRCC:0.8788 ===== PLCC:0.9089
[20250219 17:28:40 INFO    ] Eval done...
[20250219 17:28:40 INFO    ] Epoch 75 done. Time: 1.2e+01min
[20250219 17:28:40 INFO    ] Running training epoch 76
[20250219 17:38:27 INFO    ] train epoch:76 / loss:0.000424 / SRCC:0.9911 / PLCC:0.993
[20250219 17:38:27 INFO    ] Starting eval...
[20250219 17:38:27 INFO    ] Running testing in epoch 76
[20250219 17:40:22 INFO    ] Epoch:76 ===== loss:0.005505 ===== SRCC:0.8872 ===== PLCC:0.9164
[20250219 17:40:22 INFO    ] Eval done...
[20250219 17:40:22 INFO    ] Epoch 76 done. Time: 1.2e+01min
[20250219 17:40:22 INFO    ] Running training epoch 77
[20250219 17:50:08 INFO    ] train epoch:77 / loss:0.0004504 / SRCC:0.9907 / PLCC:0.9926
[20250219 17:50:08 INFO    ] Starting eval...
[20250219 17:50:08 INFO    ] Running testing in epoch 77
[20250219 17:51:59 INFO    ] Epoch:77 ===== loss:0.005929 ===== SRCC:0.8892 ===== PLCC:0.9182
[20250219 17:51:59 INFO    ] Eval done...
[20250219 17:51:59 INFO    ] Epoch 77 done. Time: 1.2e+01min
[20250219 17:51:59 INFO    ] Running training epoch 78
[20250219 18:01:46 INFO    ] train epoch:78 / loss:0.0004648 / SRCC:0.9905 / PLCC:0.9923
[20250219 18:01:46 INFO    ] Starting eval...
[20250219 18:01:46 INFO    ] Running testing in epoch 78
[20250219 18:03:42 INFO    ] Epoch:78 ===== loss:0.005757 ===== SRCC:0.8862 ===== PLCC:0.9148
[20250219 18:03:42 INFO    ] Eval done...
[20250219 18:03:42 INFO    ] Epoch 78 done. Time: 1.2e+01min
[20250219 18:03:42 INFO    ] Running training epoch 79
[20250219 18:13:28 INFO    ] train epoch:79 / loss:0.0005067 / SRCC:0.9894 / PLCC:0.9916
[20250219 18:13:28 INFO    ] Starting eval...
[20250219 18:13:28 INFO    ] Running testing in epoch 79
[20250219 18:15:23 INFO    ] Epoch:79 ===== loss:0.005515 ===== SRCC:0.8855 ===== PLCC:0.9132
[20250219 18:15:23 INFO    ] Eval done...
[20250219 18:15:23 INFO    ] Epoch 79 done. Time: 1.2e+01min
[20250219 18:15:23 INFO    ] Running training epoch 80
[20250219 18:25:10 INFO    ] train epoch:80 / loss:0.0004472 / SRCC:0.9908 / PLCC:0.9926
[20250219 18:25:10 INFO    ] Starting eval...
[20250219 18:25:10 INFO    ] Running testing in epoch 80
[20250219 18:27:08 INFO    ] Epoch:80 ===== loss:0.005363 ===== SRCC:0.8886 ===== PLCC:0.9182
[20250219 18:27:08 INFO    ] Eval done...
[20250219 18:27:08 INFO    ] Epoch 80 done. Time: 1.2e+01min
[20250219 18:27:08 INFO    ] Running training epoch 81
[20250219 18:36:51 INFO    ] train epoch:81 / loss:0.0003762 / SRCC:0.9921 / PLCC:0.9938
[20250219 18:36:51 INFO    ] Starting eval...
[20250219 18:36:51 INFO    ] Running testing in epoch 81
[20250219 18:38:46 INFO    ] Epoch:81 ===== loss:0.005732 ===== SRCC:0.8881 ===== PLCC:0.9165
[20250219 18:38:46 INFO    ] Eval done...
[20250219 18:38:46 INFO    ] Epoch 81 done. Time: 1.2e+01min
[20250219 18:38:46 INFO    ] Running training epoch 82
[20250219 18:48:28 INFO    ] train epoch:82 / loss:0.000421 / SRCC:0.9912 / PLCC:0.9931
[20250219 18:48:28 INFO    ] Starting eval...
[20250219 18:48:28 INFO    ] Running testing in epoch 82
[20250219 18:50:18 INFO    ] Epoch:82 ===== loss:0.0055 ===== SRCC:0.8889 ===== PLCC:0.9163
[20250219 18:50:18 INFO    ] Eval done...
[20250219 18:50:18 INFO    ] Epoch 82 done. Time: 1.2e+01min
[20250219 18:50:18 INFO    ] Running training epoch 83
[20250219 19:00:00 INFO    ] train epoch:83 / loss:0.0003999 / SRCC:0.9916 / PLCC:0.9934
[20250219 19:00:00 INFO    ] Starting eval...
[20250219 19:00:00 INFO    ] Running testing in epoch 83
[20250219 19:01:50 INFO    ] Epoch:83 ===== loss:0.005361 ===== SRCC:0.8879 ===== PLCC:0.9182
[20250219 19:01:50 INFO    ] Eval done...
[20250219 19:01:50 INFO    ] Epoch 83 done. Time: 1.2e+01min
[20250219 19:01:50 INFO    ] Running training epoch 84
[20250219 19:11:32 INFO    ] train epoch:84 / loss:0.0005912 / SRCC:0.988 / PLCC:0.9902
[20250219 19:11:32 INFO    ] Starting eval...
[20250219 19:11:32 INFO    ] Running testing in epoch 84
[20250219 19:13:24 INFO    ] Epoch:84 ===== loss:0.005711 ===== SRCC:0.8852 ===== PLCC:0.9159
[20250219 19:13:24 INFO    ] Eval done...
[20250219 19:13:24 INFO    ] Epoch 84 done. Time: 1.2e+01min
[20250219 19:13:24 INFO    ] Running training epoch 85
[20250219 19:23:07 INFO    ] train epoch:85 / loss:0.000441 / SRCC:0.9908 / PLCC:0.9927
[20250219 19:23:07 INFO    ] Starting eval...
[20250219 19:23:07 INFO    ] Running testing in epoch 85
[20250219 19:24:57 INFO    ] Epoch:85 ===== loss:0.005442 ===== SRCC:0.8848 ===== PLCC:0.9138
[20250219 19:24:57 INFO    ] Eval done...
[20250219 19:24:57 INFO    ] Epoch 85 done. Time: 1.2e+01min
[20250219 19:24:57 INFO    ] Running training epoch 86
[20250219 19:34:41 INFO    ] train epoch:86 / loss:0.0003719 / SRCC:0.9923 / PLCC:0.9939
[20250219 19:34:41 INFO    ] Starting eval...
[20250219 19:34:41 INFO    ] Running testing in epoch 86
[20250219 19:36:38 INFO    ] Epoch:86 ===== loss:0.006968 ===== SRCC:0.8817 ===== PLCC:0.9095
[20250219 19:36:38 INFO    ] Eval done...
[20250219 19:36:38 INFO    ] Epoch 86 done. Time: 1.2e+01min
[20250219 19:36:38 INFO    ] Running training epoch 87
[20250219 19:46:21 INFO    ] train epoch:87 / loss:0.0003732 / SRCC:0.9923 / PLCC:0.9938
[20250219 19:46:21 INFO    ] Starting eval...
[20250219 19:46:21 INFO    ] Running testing in epoch 87
[20250219 19:48:16 INFO    ] Epoch:87 ===== loss:0.005769 ===== SRCC:0.8873 ===== PLCC:0.915
[20250219 19:48:16 INFO    ] Eval done...
[20250219 19:48:16 INFO    ] Epoch 87 done. Time: 1.2e+01min
[20250219 19:48:16 INFO    ] Running training epoch 88
[20250219 19:57:58 INFO    ] train epoch:88 / loss:0.0004105 / SRCC:0.9913 / PLCC:0.9932
[20250219 19:57:58 INFO    ] Starting eval...
[20250219 19:57:58 INFO    ] Running testing in epoch 88
[20250219 19:59:49 INFO    ] Epoch:88 ===== loss:0.006069 ===== SRCC:0.8792 ===== PLCC:0.91
[20250219 19:59:49 INFO    ] Eval done...
[20250219 19:59:49 INFO    ] Epoch 88 done. Time: 1.2e+01min
[20250219 19:59:49 INFO    ] Running training epoch 89
[20250219 20:09:31 INFO    ] train epoch:89 / loss:0.0004748 / SRCC:0.9899 / PLCC:0.9922
[20250219 20:09:31 INFO    ] Starting eval...
[20250219 20:09:31 INFO    ] Running testing in epoch 89
[20250219 20:11:26 INFO    ] Epoch:89 ===== loss:0.005631 ===== SRCC:0.879 ===== PLCC:0.9121
[20250219 20:11:26 INFO    ] Eval done...
[20250219 20:11:26 INFO    ] Epoch 89 done. Time: 1.2e+01min
[20250219 20:11:26 INFO    ] Running training epoch 90
[20250219 20:21:09 INFO    ] train epoch:90 / loss:0.0004306 / SRCC:0.9911 / PLCC:0.9929
[20250219 20:21:09 INFO    ] Starting eval...
[20250219 20:21:09 INFO    ] Running testing in epoch 90
[20250219 20:22:59 INFO    ] Epoch:90 ===== loss:0.005777 ===== SRCC:0.8809 ===== PLCC:0.9106
[20250219 20:22:59 INFO    ] Eval done...
[20250219 20:22:59 INFO    ] Epoch 90 done. Time: 1.2e+01min
[20250219 20:22:59 INFO    ] Running training epoch 91
[20250219 20:32:41 INFO    ] train epoch:91 / loss:0.0004173 / SRCC:0.9914 / PLCC:0.9931
[20250219 20:32:41 INFO    ] Starting eval...
[20250219 20:32:41 INFO    ] Running testing in epoch 91
[20250219 20:34:31 INFO    ] Epoch:91 ===== loss:0.005844 ===== SRCC:0.8826 ===== PLCC:0.9113
[20250219 20:34:31 INFO    ] Eval done...
[20250219 20:34:31 INFO    ] Epoch 91 done. Time: 1.2e+01min
[20250219 20:34:31 INFO    ] Running training epoch 92
[20250219 20:44:13 INFO    ] train epoch:92 / loss:0.0004184 / SRCC:0.9916 / PLCC:0.9931
[20250219 20:44:13 INFO    ] Starting eval...
[20250219 20:44:13 INFO    ] Running testing in epoch 92
[20250219 20:46:03 INFO    ] Epoch:92 ===== loss:0.006043 ===== SRCC:0.8812 ===== PLCC:0.9091
[20250219 20:46:03 INFO    ] Eval done...
[20250219 20:46:03 INFO    ] Epoch 92 done. Time: 1.2e+01min
[20250219 20:46:03 INFO    ] Running training epoch 93
[20250219 20:55:45 INFO    ] train epoch:93 / loss:0.0004323 / SRCC:0.9909 / PLCC:0.9929
[20250219 20:55:45 INFO    ] Starting eval...
[20250219 20:55:45 INFO    ] Running testing in epoch 93
[20250219 20:57:42 INFO    ] Epoch:93 ===== loss:0.006206 ===== SRCC:0.8776 ===== PLCC:0.9068
[20250219 20:57:42 INFO    ] Eval done...
[20250219 20:57:42 INFO    ] Epoch 93 done. Time: 1.2e+01min
[20250219 20:57:42 INFO    ] Running training epoch 94
[20250219 21:07:25 INFO    ] train epoch:94 / loss:0.0004001 / SRCC:0.9919 / PLCC:0.9934
[20250219 21:07:25 INFO    ] Starting eval...
[20250219 21:07:25 INFO    ] Running testing in epoch 94
[20250219 21:09:16 INFO    ] Epoch:94 ===== loss:0.006234 ===== SRCC:0.8827 ===== PLCC:0.9111
[20250219 21:09:16 INFO    ] Eval done...
[20250219 21:09:16 INFO    ] Epoch 94 done. Time: 1.2e+01min
[20250219 21:09:16 INFO    ] Running training epoch 95
[20250219 21:19:00 INFO    ] train epoch:95 / loss:0.0004365 / SRCC:0.9907 / PLCC:0.9928
[20250219 21:19:00 INFO    ] Starting eval...
[20250219 21:19:00 INFO    ] Running testing in epoch 95
[20250219 21:20:56 INFO    ] Epoch:95 ===== loss:0.00625 ===== SRCC:0.8809 ===== PLCC:0.9094
[20250219 21:20:56 INFO    ] Eval done...
[20250219 21:20:56 INFO    ] Epoch 95 done. Time: 1.2e+01min
[20250219 21:20:56 INFO    ] Running training epoch 96
[20250219 21:30:37 INFO    ] train epoch:96 / loss:0.0004279 / SRCC:0.9912 / PLCC:0.9929
[20250219 21:30:37 INFO    ] Starting eval...
[20250219 21:30:37 INFO    ] Running testing in epoch 96
[20250219 21:32:27 INFO    ] Epoch:96 ===== loss:0.006699 ===== SRCC:0.8784 ===== PLCC:0.9068
[20250219 21:32:27 INFO    ] Eval done...
[20250219 21:32:27 INFO    ] Epoch 96 done. Time: 1.2e+01min
[20250219 21:32:27 INFO    ] Running training epoch 97
[20250219 21:42:09 INFO    ] train epoch:97 / loss:0.0004863 / SRCC:0.9897 / PLCC:0.992
[20250219 21:42:09 INFO    ] Starting eval...
[20250219 21:42:09 INFO    ] Running testing in epoch 97
[20250219 21:44:00 INFO    ] Epoch:97 ===== loss:0.00593 ===== SRCC:0.8783 ===== PLCC:0.9091
[20250219 21:44:00 INFO    ] Eval done...
[20250219 21:44:00 INFO    ] Epoch 97 done. Time: 1.2e+01min
[20250219 21:44:00 INFO    ] Running training epoch 98
[20250219 21:53:42 INFO    ] train epoch:98 / loss:0.0004338 / SRCC:0.9908 / PLCC:0.9928
[20250219 21:53:42 INFO    ] Starting eval...
[20250219 21:53:42 INFO    ] Running testing in epoch 98
[20250219 21:55:32 INFO    ] Epoch:98 ===== loss:0.006202 ===== SRCC:0.8769 ===== PLCC:0.9064
[20250219 21:55:32 INFO    ] Eval done...
[20250219 21:55:32 INFO    ] Epoch 98 done. Time: 1.2e+01min
[20250219 21:55:32 INFO    ] Running training epoch 99
[20250219 22:05:12 INFO    ] train epoch:99 / loss:0.000385 / SRCC:0.9919 / PLCC:0.9936
[20250219 22:05:12 INFO    ] Starting eval...
[20250219 22:05:12 INFO    ] Running testing in epoch 99
[20250219 22:07:06 INFO    ] Epoch:99 ===== loss:0.005996 ===== SRCC:0.8813 ===== PLCC:0.9106
[20250219 22:07:06 INFO    ] Eval done...
[20250219 22:07:06 INFO    ] Epoch 99 done. Time: 1.2e+01min
