[20250220 15:46:40 INFO    ] {'dataset_name': 'kadid10k', 'koniq10k_path': '../all_dataset/KonIQ-10K/1024x768', 'koniq10k_label': './data/koniq10k/koniq10k_label.txt', 'livec_path': '../all_dataset/LIVEC/Images/', 'livec_label': './data/livec/livec_label.txt', 'spaq_path': '../all_dataset/SPAQ/TestImage/', 'spaq_label': './data/spaq/spaq_label.txt', 'tid2013_path': '../all_dataset/tid2013/distorted_images/', 'tid2013_label': 'data/tid2013/tid2013_label.txt', 'kadid10k_path': '../all_dataset/KADID-10K/images/', 'kadid10k_label': './data/kadid10k/kadid10k_label.txt', 'csiq_path': '../all_dataset/CSIQ/dist_imgs/', 'csiq_label': './data/CSIQ/csiq_label.txt', 'batch_size': 12, 'learning_rate': 1e-05, 'weight_decay': 1e-05, 'n_epoch': 200, 'val_freq': 1, 'T_max': 50, 'eta_min': 0, 'num_avg_val': 1, 'num_workers': 8, 'split_seed': 20, 'train_keep_ratio': 1.0, 'val_keep_ratio': 1.0, 'crop_size': 224, 'prob_aug': 0.7, 'patch_size': 8, 'img_size': 224, 'embed_dim': 768, 'dim_mlp': 768, 'num_heads': [4, 4], 'window_size': 4, 'depths': [2, 2], 'num_outputs': 1, 'num_tab': 2, 'scale': 0.8, 'ckpt_path': './output_kadid10k/models/kadid10k', 'log_path': './output_kadid10k/log/kadid10k', 'log_file': 'kadid10k.log', 'tensorboard_path': './output_kadid10k/kadid10k'}
[20250221 00:10:12 INFO    ] Epoch 47 done. Time: 1e+01min
[20250221 00:10:12 INFO    ] Running training epoch 48
[20250221 00:19:27 INFO    ] train epoch:48 / loss:0.003801 / SRCC:0.9713 / PLCC:0.9749
[20250221 00:19:27 INFO    ] Starting eval...
[20250221 00:19:27 INFO    ] Running testing in epoch 48
[20250221 00:20:27 INFO    ] Epoch:48 ===== loss:0.01032 ===== SRCC:0.9313 ===== PLCC:0.933
[20250221 00:20:27 INFO    ] Eval done...
[20250221 00:20:27 INFO    ] Epoch 48 done. Time: 1e+01min
[20250221 00:20:27 INFO    ] Running training epoch 49
[20250221 00:29:43 INFO    ] train epoch:49 / loss:0.003829 / SRCC:0.9708 / PLCC:0.9747
[20250221 00:29:43 INFO    ] Starting eval...
[20250221 00:29:43 INFO    ] Running testing in epoch 49
[20250221 00:30:42 INFO    ] Epoch:49 ===== loss:0.01157 ===== SRCC:0.923 ===== PLCC:0.9239
[20250221 00:30:42 INFO    ] Eval done...
[20250221 00:30:42 INFO    ] Epoch 49 done. Time: 1e+01min
[20250221 00:30:42 INFO    ] Running training epoch 50
[20250221 00:39:56 INFO    ] train epoch:50 / loss:0.004028 / SRCC:0.9695 / PLCC:0.9734
[20250221 00:39:56 INFO    ] Starting eval...
[20250221 00:39:56 INFO    ] Running testing in epoch 50
[20250221 00:40:55 INFO    ] Epoch:50 ===== loss:0.01245 ===== SRCC:0.9284 ===== PLCC:0.9266
[20250221 00:40:55 INFO    ] Eval done...
[20250221 00:40:55 INFO    ] Epoch 50 done. Time: 1e+01min
[20250221 00:40:55 INFO    ] Running training epoch 51
[20250221 00:50:09 INFO    ] train epoch:51 / loss:0.003763 / SRCC:0.9718 / PLCC:0.9752
[20250221 00:50:09 INFO    ] Starting eval...
[20250221 00:50:09 INFO    ] Running testing in epoch 51
[20250221 00:51:08 INFO    ] Epoch:51 ===== loss:0.01279 ===== SRCC:0.9227 ===== PLCC:0.9224
[20250221 00:51:08 INFO    ] Eval done...
[20250221 00:51:08 INFO    ] Epoch 51 done. Time: 1e+01min
[20250221 00:51:08 INFO    ] Running training epoch 52
[20250221 01:00:24 INFO    ] train epoch:52 / loss:0.003945 / SRCC:0.9696 / PLCC:0.9739
[20250221 01:00:24 INFO    ] Starting eval...
[20250221 01:00:24 INFO    ] Running testing in epoch 52
[20250221 01:01:23 INFO    ] Epoch:52 ===== loss:0.01124 ===== SRCC:0.9276 ===== PLCC:0.9282
[20250221 01:01:23 INFO    ] Eval done...
[20250221 01:01:23 INFO    ] Epoch 52 done. Time: 1e+01min
[20250221 01:01:23 INFO    ] Running training epoch 53
[20250221 01:10:37 INFO    ] train epoch:53 / loss:0.003707 / SRCC:0.9718 / PLCC:0.9755
[20250221 01:10:37 INFO    ] Starting eval...
[20250221 01:10:37 INFO    ] Running testing in epoch 53
[20250221 01:11:36 INFO    ] Epoch:53 ===== loss:0.01338 ===== SRCC:0.9205 ===== PLCC:0.9168
[20250221 01:11:36 INFO    ] Eval done...
[20250221 01:11:36 INFO    ] Epoch 53 done. Time: 1e+01min
[20250221 01:11:36 INFO    ] Running training epoch 54
[20250221 01:20:49 INFO    ] train epoch:54 / loss:0.00398 / SRCC:0.97 / PLCC:0.9737
[20250221 01:20:49 INFO    ] Starting eval...
[20250221 01:20:49 INFO    ] Running testing in epoch 54
[20250221 01:21:49 INFO    ] Epoch:54 ===== loss:0.0119 ===== SRCC:0.9238 ===== PLCC:0.9236
[20250221 01:21:49 INFO    ] Eval done...
[20250221 01:21:49 INFO    ] Epoch 54 done. Time: 1e+01min
[20250221 01:21:49 INFO    ] Running training epoch 55
